content,score,label
"Semua kurir di aplikasi ini ngetroll semua pas nganterin paket, beli parfum untuk lebaran, kurir dateng kedepan rumah formalitas, eh dia cuma nelpon 1 detik buat hp gua berdering bentar doang, gua telpon lagi sama chat ga bales, tiba-tiba aja status pesenan di retur, beli obat scabies kucing pake sicepat, pesan template kurir muncul di WA, tapi pas dijawab ga ada respon dan paket diretur, kalau emang gamau nganterin yaudah kasih alamat kantornya biar bisa diambil, jangan main retur paket aja.",1,negatif
"baru pake tapi udh mls, lu ksh gua vopcher min belanja 200k gratis ungkir lah trs gua udh masukin beberapa barang ke keranjang dan bgst nya ada ongkos kirim, trs maksud lu gratis ongkir di volcher sama gratis ongkir di kanan atas itu apaan?",1,negatif
"Tokopedia Plus = Scam. Saya berlangganan tokopedia plus tapi setelah beberapa hari menu tidak bisa dibuka sehingga kupon diskon tidak bisa di ambil, saya merasa sangat ditipu udah berkali-kali lapor ke agen CFS (Tokopedia Care) tapi sampai sekarang Masih dibiarin begitu saja, Seumur Hidup saya sangat menyesal ambil tokopedia Plus 😭. hampir setiap hari saya bikin laporan ke agen, tapi udah hampir 1 bulan tidak pernah ditangani (dibiarin begitu saja) padahal Tokopedia Plus fitur Premium berbayar",1,negatif
Terlalu lama iklan nya dan terlalu ssering nonggol.. tgl 21 maret 26 saya kena pemotongan transaksi dari toped ke gopay. transaksi bukan saya yg melakukannya tetapi di bayarkan via gopay saya.transaksi itu pembelian pulsa 2x bagaimana pihak toped mengenai dana saya yg di potong via gopay. apa semua itu toped di rentas..HATI2 KAWAN YG MEMAKAI APLIKASI INI DANA KITA TERPOTONG DGN SENDIRINYA TANPA KITA TRANSAKSI.,1,negatif
kerennn,5,positif
Good,5,positif
banyak barang murah berkualitas disini... bonusnya berlimpah. mantaaappp,5,positif
Membantu,5,positif
your the best,5,positif
kurir gak ramah,2,negatif
jaga integritas pasti jos ratinge,5,positif
"padahal promo masih berlangsung lama tapi ga bisa dipake, apk ga jelas mending Shopee",1,negatif
untuk layanan komplane sangat lama sudah hampir 2 bulan komplain saya belum terselesaikan🗿,1,negatif
payah,1,negatif
"makin kesini makin bobrok. saya gak mau pakai voucher potongan harga dari Marketplace Tokopedia karena itu gak boleh dalam Islam, malah jadi wajib. gak bisa di hapus voucher nya. jadi kapok belanja di sini sih. bingung. masih butuh tapi sistemnya saya gak suka.",1,negatif
👍👍👍👍👍,5,positif
terimakasih. prosesnya cepat,5,positif
ok,4,positif
enak aja karena lebih ringan dari shopee😹😹🗿,5,positif
Scroll - Scroll Tiba tiba Menu Tetutup semua,1,negatif
mantap,4,positif
"sangat bagus, berharap selalu ongkir gratis selalu ada di luar pulau jawa",5,positif
good job,5,positif
Tokopedia care sangat buruk dalam penyelesaian masalah. jelas2 keterangan dari pihak yg bersalah mengakuinya. namun solusinya melepaskan pihak yg bersalah begitu saja tanpa pengembalian dan merugikan pembeli. pembeli tidak ada perlindungannya. saya harap kita beramai-ramai meninggalkan e-comerce yg satu ini. Jgn sampai kesialan itu menimpa teman2 yg lain. Transaksi di Tokopedia tidak aman.,1,negatif
cepat praktis,5,positif
cepat ranggap,5,positif
"Gagal checkout ,,",5,positif
tidak dapat akses paylater,2,negatif
barangnya bagus sesuai pesenan. toko pedia. emang amanah,5,positif
Harus update baru bisa dibuka...memory hp sudah tidak cukup..jadi Uninstall saja,1,negatif
good,5,positif
bikin iklan teruss,1,negatif
"Baru-baru ini, aplikasi sering force close. Tapi pihak Toped udah memperbaikinya. Tq 🙏, good job toped",5,positif
"buruk sekarang. lemotnya bukan main, percuma itu setiap transaksi ada biaya layanan. tapi tidak di gunakan utk mengembangkan cloud",2,negatif
wah bener bener gampang cepat dan mudah,5,positif
bagus dan reguler sip,5,positif
good,5,positif
ok,5,positif
sangat baik,5,positif
menarik hati,5,positif
cepat dan mudah,5,positif
mantap cepat akurat,5,positif
top,5,positif
mau beli kaga bisa aneh apk belanja tuh mau qris mau pake dana mau pake bank juga kaga tetep bisa dasar katro,1,negatif
"Dari dulu ga pernah berubah, soal pengiriman selalu si paling telat padahal deadlinenya lumayan lama 4-5 hari tapi pengiriman bisa 1-2 minggu. Gapapa sih sebenernya kalo lama, tapi keselnya ga sesuai jadwal yang ditentukan. Pengen pake buatan anak bangsa tapi masih kurang dalam segala hal kocak. Kalo ga karna influencer tiktok (keranjang kuning) juga ga bakal pake ni apk. Nyesel banget beli barang disini, uda lebih mahal dari apk sebelah, promosinya bagus, tapi kualitasnya masih jelek.",1,negatif
Ok e,5,positif
jossh,4,positif
"Mengecewakan, ada beberapa produk yang tertulis jelas di deskripsi nya ""mainan"" contohnya beberapa accessories Wgb atau airsoft, pekerja nya mungkin hanya melihat gambar, dan tidak melihat deskripsi atau harga yang ditulis, dan anehnya beberapa produk yang berkaitan dengan pornografi tetap di jual dan tidak diban, tolong pihak toped lebih bijak lagi dalam menyortir produk JANGAN TERLALU TOLOL",1,negatif
penjualnya GK ada yg aktifin fitur cod najis bgt jelek,1,negatif
yapping mulu notif nya kebanyakan,3,netral
sangat Bagus dan tidak mengecewakan,5,positif
"sangat bagus,,,,",5,positif
masalah teransaksi ok pengiriman lumayan tepat waktu.tapi kalo mau masuk ke gopayleter susah banget..?,5,positif
ok,5,positif
berdagang jadi susah karena dipaksa pakai apps terpisah yang juga memaksa untuk buka store tiktok padahal gak ada niatan kesana,1,negatif
sekarang pengiriman barang belanja terlalu lama bikin ga nyaman dan ini terahir kalinya saya menggunakan aplikasi Tokopedia bakalan saya hapus aplikasi secepatnya,1,negatif
lamban proses penghantarannya,1,negatif
Cuatomer Servis terburuk,1,negatif
"buat tokopedia kalau bisa masalah KOMPLAIN PRODUK, untuk ukuran upload video unboxing dan poto komplain JANGAN ADA BATASAN dong kan susah,mending kalau beli barang murah gpp,ini barang mahal,mau komplain susah karna ada batasan UPLOAD VIDEO sama poto,kadang suka males",1,negatif
Lebih baik tokopedia daripada shoppe jirr,5,positif
sangat mengecewakan karena kalo belanja di tokopedia menggunakan jasa kirim jne selalu trouble dan pengiriman super lama,1,negatif
sy akan menggunakan aplikasi ini juga,5,positif
hati-hati .. ini pengalaman buruk saya menggunakan tokopedia keamanan masih kurang baik akun saya di retas dan di akses membelanjakan token listrik senilai 8jt menggunakan metode pembayaran gopaylater .. sudah lapor sana sini Ke CS tokped ke CS gopay ke Kepolisian semua nihil semua harus saya tanggung sendiri dan saya menyesal menggunakan aplikasi ini .. hati hati buat temen temen yang sering / yang mau apk ini,1,negatif
"sekarang klo mau beli obat ga bisa milih beli dari toko mana. langsung masuk ke halaman konsultasi dokter dan obat nya dipilihikan dgn harga paling mahal oleh sistem Tokped. dulu terbantu untuk beli obat dgn harga terjangkau, sekarang tidak. saya bakal uninstall aplikasi nya.",1,negatif
"verifikasi nya ga jelas, otp nya ga masuk",1,negatif
aplikasi lemottt,1,negatif
"dulu 5 sekarang 1, banyak oknum penipu nya ntah ordal atau bekas ordal dan aplikasi juga make AI untuk kendala live chat, ga ada problem solve,",1,negatif
Terima kasih,5,positif
aman mudah cepat tepat,5,positif
"refund uang kembali terlalu lama sampai 5 hari dikatakan disitu 2-3 hari, tolong jangan asal kasih pemberitahuan uang terkuras masuk ke rek belum , barang gak dapat kecewa saya",1,negatif
paylater ku knp hilang,5,positif
untuk toko pedia. tolong kalo misal barang pesanan gak di kirim dalam 2 hari di kasih fitur batalkan aja dalam 2 hari.. biar penjual srius menjual barang nya .. masa gua order udah 6 hari gak di kirim kirim parah,5,positif
sangat bagus,5,positif
terimakasih telah hadir online belanja,5,positif
Mantap dan keren,5,positif
"Aplikasi buruk Trx gagal tarik saldo kena admin Mo hapus akun aja dipersulit, sampah",1,negatif
aplikasi mudah diterapkan,5,positif
banyak toko yang tidak bisa COD,2,negatif
mantap....!!!!!,5,positif
lama ah,1,negatif
gajelas mo jualan sulit stuck di 95% barang masuk draft padahal uda diisi .. akhir nya minggat ke toko orange jualan,1,negatif
senang di tokped,5,positif
Good,5,positif
"minta update, sudah download 3x gagal trs install nya",2,negatif
"refund dana lama banget udah semimggu gaada kemajuan saldo belum dipulangin juga, aduh toped gajelaas banget",1,negatif
transaksi sangat cepat.,5,positif
"kecewa sih belanja di tokped, beli barang di tokped menggunakan pengiriman samday tapi tidak di kirim kirim akhirnya di batalkan oleh sistem karena kurir tidak ada yg mau mengirim. padahal barang yg saya beli ukurannya kecil dan tipis. mending belanja di toko sebelah, pengiriman samday tapi selalu sampai tepat waktu!!!",1,negatif
TOKOPEDIA sekarang Harganya mahal-mahal ... 1 kaos dengan Brand yang sama beda jauh sama Aplikasi Orange. Biasa belanja Online via TOKOPEDIA sekarang sudah males efek harganya... Tolong di benahi ini persaingan,4,positif
"kak tolong jangan auto pada pilihan jasa kirim nya, di manual kan dong kak agar bisa pilih jasa kirim seperti : jnt, jne, dll. soal nya di daerah saya ngga ada expedisi : si cepat, anteraja. tolong segera di perbaiki. banyakin juga voucher nya, seperti free ongkir, diskon dll.",4,positif
woy aku udah chat cs kalian pada plenger semua ga sesuai concern ini paket ku disuruh ambil ke gudang buat apa ada namanya biaya jasa kirim dll?? ga guna kalau ambil ke gudang,1,negatif
"sudah kalah dengan shofee ,kalah jauh",1,negatif
"pengiriman lama, jadi males belanja di toko ini. beda sama tiktok pengiriman lebih cepet. gak lagi belanja di sini kapok.",1,negatif
dikasih promo tapi dipakai malah tidak berlaku,1,negatif
Penyelesaian masalah mesti membahas dengan Robot/Mesin Apa ga ada Manusia lagi di CS Tokopedia ? Masalah ga selesai Kesel iya Lebih baik Delete saja ganti Aplikasi Sebelah.,1,negatif
"bagus sih sebenarnya tapi mahal banget lebih mahal dari shoope iklanya juga ngeselin ih, masa pas aku aja pake promo pengguna baru + diskon/promo ramadhan tetep aja mahal masa gw beli barangnya 22rp tapii pas mau beli aja tagihanya sampe 64 belum asuransi itu, mahal cuy apalagi kalau gapake promo mati dah lu beli tanap promo bisa sampe 100 an palingan, kayak jual barang impor aja gila gilaan harganyaa kesel bet gwehh, dikira yang beli crazy rich atau apenih, respon tolong",1,negatif
"woii topup gopay blm masuk"" ini udh tiga hari",1,negatif
mudah dignakan,5,positif
"tarik saldo setelah refund ke rekening sendiri sampe 2 hari belum masuk, jujur kecewa berat!",1,negatif
iklannya benerin dong masa gaada tombol x,1,negatif
mengencewakan banget beda sebelum² nya masa beli obat harus chat dokternya dulu padahal biasa nya tinggal foto resep!,2,negatif
bagus,5,positif
"Aplikasi busuk..... Orang mau belanja kena tipu tapi aplikasi nya gabisa ngelindungi orang yang sudah kena tipuuuuuu Banyak toko penipuan, tapi mau melaporkan gabisa mau komplain gabisa melalui aplikasi nya, aku mau refund pun gabisa melalui aplikasi nya",1,negatif
boleh la di tiktok,4,positif
Ongkir nya kemahalan Jarang diskon ongkir,5,positif
"sdh 2 tahun lebih Akun sya tdk dapat menggunakan voucher sama skli, saya tdk tau kenapa, akun sy dr dlu sdh sering bnget belanja khusus nya produk digital, sekarang ga bsa pakai bahkan mau belanja pun ga dpt gratis ongkir keterlaluan skali.... KeCe Wa,",1,negatif
"estimasi tanggal 16,tapi sampai sekarang tanggal 18 belum sampai(kurir hanya tanya alamat, namun tidak mengirimnya/paket diam di lokasi tertentu)",5,positif
baik,5,positif
"gk jelas udh ada promo tapi gk bisa dipake,jadi harus bayar pake harga asli",1,negatif
mau bayar wifi aja diblg ga terdftr no pelanggannya ribet tokped,1,negatif
"aplikasi sialan, banyak x iklannya susah kali pun untuk ngeskip sekali nya ngeskip malah lari dia ke aplikasi nya emang sialan lah",1,negatif
"ga bisa dipakai promonya, balik harga normal",1,negatif
applikasi ko mau masuk Daftar aja susahnya kaya orang mau mati..,1,negatif
pantes ga bisa maju lah promonya cuman pajangan ga bisa dipakai,1,negatif
"aplikasi nya aneh, dokter harus konsultasi sama dokter jadi monopoli satu aplikasi, enakan sebelumnya yang ada bukti resep",1,negatif
asal tahu aja promo tidak berlaku saat mau bayar,1,negatif
oke,5,positif
buat fitur untuk mengaktifkan akun yg telah di nonaktifkan dong,1,negatif
paket yang saya terima di Tokopedia itu sangat bagus,1,negatif
ahhh nyesel belanja disini lelet pollllll anj ga kaya apk sebelah klo lewat estimasi pengiriman dapet voucherr. kecew berattt,1,negatif
"Beli obat saja dipersulit, sudah konsultasi ke dokter tetapi gk bisa milih beli di toko yang mana. mengecewakan",1,negatif
sangat bagus,5,positif
"apalah GANGGUAN mulu jir, mau nyambungin dana ke tokped gk bisa bisa gara gara ada gangguan di rumah tokped. emang mending ganti ke aplikasi lain, udah pelit diskon dibanding sebelah sering gangguan lagi.",1,negatif
mantap sekali,5,positif
"Makin lama makin buruk, ongkir mahal, promo disc jarang",1,negatif
"Belanja nyaman hanya di Tokped ,,,,pelayananya mantaapp",5,positif
"top up saldo e-money mandiri, transaksi berhasil tp saldo ga masuk. dah ajukan complain tp sampe berhari hari ga ada penyelesaian masalah. kasian, sy ikhlaskan aja.....",1,negatif
sangat membantu,4,positif
ok top,5,positif
kadang pengiriman lama sekali dan ter cancel,4,positif
bad banget penanganan cs nya ngajuin retur pick up gratis ngebug resinya GK muncul waktu retur ngurang terus sialan ilang dah nih 12 juta gue. GK lagi we pake tokped,1,negatif
"payah aplikasi nya skrg, beli barang 3 pcs. 1 barang status sudah diterima tapi saya blm terima barang nya, 2 barang lagi ga tau kejelasan pengirimannya. eta nya tgl 18 tp sampe skrg 2 barng blm dtg.. mending pindah ke opsi laen aja dah,",2,negatif
👍,5,positif
untuk kalian yang mesen barang di sinibarang hilang tidak ada tanggung jawab dari pihak tokped mau pun expedisi J&T,1,negatif
"aplikasi repot , beda Ama yg orange dpt barang cepat , belum lagi kalau data belanja di topped yg lalu sering hilang dari story",5,positif
proses cepat & amanah,5,positif
mantap,5,positif
Online Shop paling oke buatan asli INDONESIA RAYA,5,positif
"di Tokopedia, saya mau balikin barang susah banget ya? eror mulu padahal jaringan bagus, bukti komplit. benar2 gak puas",1,negatif
jelek bgt byk penipuan,1,negatif
"dikasih promo 50rb pengguna baru, dipakai tapi ga bisa",1,negatif
Oon banget ini apk buang buang paketan doang mada udah dowlod gk bisa di buka jgn dowlod apk ini woyy!!!!,1,negatif
selalu istimewa untuk byr tagihan apapun,5,positif
makin hari makin kikir,1,negatif
Mencoba.. Blanja di aplikasi ini tokopedia,5,positif
"sangat luar biasa, sukses selalu 👌🌟",5,positif
saya bru x ini belanja di tokped beberapa toko. udh gtuh ada wa dr org org yg ga jelas dan tau nama saya. apakah data di tokped bocor,3,netral
"tokopedia menyediakan chat dokter untuk mendapat resep, tapi rokomendasi toko untuk membeli obat tidak sesuai keinginan. intinya saya kecewa karna tidak bisa memilih toko untuk membeli obat",2,negatif
"Terbitkan Harga Produk Fix selama 3 bulan atau lebih untuk menanggulangi ketidakpastian Proses Pesanan yang terkadang disepelekan, Toko Nakal dan Tolong diTertibkan Merchant yang tidak Update Stock dan Disiplinkan Merchant yang Slow Respon Konfirmasi dan Slow Respon Chat",2,negatif
"ongkirnya mahal bngt, 2 kali lipat produknya",1,negatif
good,5,positif
tolong perbaiki keslahan2 jdi ga pernah dpt vocher diskon,5,positif
penjual dan kurir bagus,5,positif
kecewa lagi. saya beli barang tp dibatalkan sama tokopedia/toko nya tp dana saya tidak kembali lagi. kata nya masuk di saldi refund tp di cek saldo tidak masuk... ternyata toko pedia maling juga ya..!!!.,1,negatif
⭐⭐⭐⭐⭐,5,positif
aplikasi crash terus keseringan ga bisa dipakai. home page selalu kembali ke top page setelah kembali dari buka produk. dan rekomendasi page selalu terrefresh. melelahkan scroll kebawah terus dan mengecewakan ga bisa lihat list produk sampai bawah. mestinya biarkan saja list nya jangan refresh otomatis,1,negatif
saya suka pakai topet tapi udate terus,5,positif
"Saran, Klo Barang pesanan terpisah mohon di kirim dalam 1 waktu biar ga repot abang kurirnya antar lagi antar lagi, klo yg lain shiipp poll😄😄",4,positif
bagus,5,positif
sekarang jelek banget.terakhir sy memberi ulasan jelek adalah bbrp th lalu pd bukalapak dan akhirnya tutup.wlpun bkn krn sy.kalian terlalu memihak seller.harusnya di chat itu ada fasilitas upload video.ga cuman gambar. apa sih yg kalian khawatirkan? jd misal ada komplai itu bukti video bisa di upload tanpa harus membuat ulasan dulu. sy iklaskan aja. gapapa. nnt juga dpt balasannya.sy berhenti pakai toped,1,negatif
mantap,5,positif
"pengiriman lama,paket di pesan dari tanggal 5 sampai tanggal 18 belum sampai juga.",5,positif
seleksi penjual agar lebih ketat,4,positif
"Tidak bisa di harapkan pengiriman sameday anteraja, masih lebih cepat regular. tapi kenapa tokopedia masih mau kerja sama, apa karena murah",1,negatif
"banyak diskon sih, tapi di apl lain iklannya ini teruuusss, mana iklannya panjang lagi, salah mencet pindah aplikasi",1,negatif
Ruwet daftar nya bro,5,positif
oke bisa pake dana,5,positif
"maaf blm bisa kasih 5 bintang, karena setiap ada promo diskon selalu tidak masuk dlm logika. harga malah makin naik dr harga awal, discount nya entah kemana...??? 🙏😁",4,positif
